"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"Eloc"	404.976450954465	-0.378748082156031	0.132331930651938	0.00297056355259887	0.00940837889113926
"Tmem70"	295.598724612723	-0.209530817991698	0.139005629425586	0.116551930111454	0.20272520451708
"Ly96"	50.6851495257657	0.365153236271633	0.28147925419722	0.123035130602317	0.211640949802398
"Mcm3"	844.290549438008	-2.20271140481522	0.114932384637152	8.46149015033810e-83	4.70385274183578e-80
"Paqr8"	3.90623827311925	0.304412851931731	0.617795919510742	0.0753794585461449	0.142722013471199
"Tram2"	56.5304633547776	0.192498816173667	0.29101827738646	0.421880165344745	0.547019551171069
"Tmem14a"	10.2848204478541	0.236227851355011	0.414956866375997	0.378553372078425	0.506242382114292
"Ogfrl1"	623.228270552318	-0.306517527829526	0.101115813947162	0.00194329934150499	0.00652370075507291
"B3gat2"	345.670570844091	0.237140934943707	0.125197141553932	0.0502364791766783	0.102783709089449
"Smap1"	794.12774902478	0.193416445410621	0.106518174525005	0.0631434523909793	0.123640976107332
"Sdhaf4"	65.1298610037429	-0.603125717994993	0.247173806858657	0.00609220225455279	0.0174769795886722
"Fam135a"	238.10128634382	1.28217718724261	0.169777957992319	5.80642211676349e-15	1.19936854902969e-13
"Lmbrd1"	837.393215489349	0.526906702685325	0.119836192053634	5.72681391068516e-06	3.48183750176036e-05
"Phf3"	1095.75983839465	0.0395383187022979	0.144921271819391	0.777869869489804	0.847320169645309
"Ptp4a1"	1001.81371960344	-0.15843272743024	0.109252614086336	0.136895373183349	0.230369076273007
"LOC115487084"	10.4147277360437	-0.252788305930199	0.405854767144521	0.351518961942508	0.478242333198223
"Prim2"	262.761383966304	-1.66024294714893	0.171676285678195	4.85407365788181e-23	1.79896190694715e-21
"Rab23"	54.9815937872915	-0.810468921422515	0.297439110048376	0.00170193302829891	0.00584028870097419
"Bag2"	9.7525503081256	-0.259914729088873	0.413240574019389	0.338576189933392	0.464588448646528
"Zfp451"	388.312282655643	0.292337083787952	0.133813339445576	0.0231898033650667	0.0538185832408295
"Bend6"	213.395305071765	-0.219620600302878	0.136235450044526	0.0928309962241707	0.169199874229828
"Dst"	7436.88932287991	0.659642795082822	0.0965798533004542	3.14421427955929e-12	4.88480240321326e-11
"Gm26788"	116.151431181813	0.697417199267104	0.221066225274842	0.000535277686380684	0.00212153146251191
"Ccdc115"	593.316813596675	0.284838764140635	0.12424950650823	0.0177651992547361	0.0431262270117821
"Imp4"	450.504158106325	-0.0378549088230383	0.132028244099092	0.764651331546584	0.836914220609025
"Ptpn18"	60.4768491114402	0.557076041125924	0.248245425179169	0.0109971805171055	0.028831238485075
"Arhgef4"	150.594912129005	0.851377990962534	0.203897188039592	7.44929627691031e-06	4.45702864747662e-05
"Fam168b"	3569.22185437845	-0.0886463701896309	0.0668750918720872	0.184481594709445	0.291747887440317
"Plekhb2"	2734.29155801123	0.136981921805633	0.0716320596066464	0.0530910984681033	0.10732376047639
"Hs6st1"	1168.03453758813	1.43639432545801	0.134874757329096	1.50707845885302e-27	7.03266612222435e-26
"Uggt1"	1845.55497275147	-0.326192468528219	0.109400869529173	0.00223618129635187	0.00735954029733718
"Neurl3"	123.678107322313	1.15357419249691	0.233294205860815	1.1027805852786e-07	9.31933414631342e-07
"Arid5a"	85.8878413484051	0.434755592667449	0.25783347743268	0.0514133945032365	0.104627035193121
"Kansl3"	666.297501375758	0.628994637072312	0.120225568226129	7.03170661003739e-08	6.14541358277089e-07
"Fer1l5"	54.656127811499	-0.0279153636730618	0.24640400451528	0.894986984386882	0.930204850229532
"Lman2l"	239.780734681252	-0.478882545852479	0.144006696684653	0.000515002478427197	0.00204874064591997
"Gm33454"	4.26959195756766	-0.273754318534753	0.501911102461853	0.278198092744211	0.399982099834418
"Cnnm4"	259.689842129543	-0.150057127678098	0.126065837475808	0.217567233381933	0.330499542119686
"Cnnm3"	416.07432645795	-0.501534809975704	0.184490930140168	0.00359315485326801	0.0111159153045934
"Ankrd23"	126.386009215449	0.0145315114211871	0.185209619654523	0.934235947638806	0.956061064083172
"Ankrd39"	75.9797977299703	-0.00230810214432035	0.211873935967235	0.988876574957635	0.992191823668243
"Sema4c"	9.7353959422727	0.271899232352901	0.439727332765746	0.315457068666666	0.440042993669212
"Cox5b"	604.835709537357	-0.686819762172362	0.105340783206324	2.74774969083788e-11	3.7858542615359e-10
"Actr1b"	600.843136942957	0.0772769654183781	0.0966982106475929	0.41643386348352	0.542139392800879
"Zap70"	7.99200927025118	1.48647423103391	1.28883640545709	0.0113742247179714	0.0296858210336767
"Tmem131"	1895.31810092904	0.205676752296115	0.135125404896693	0.114044146125044	0.199295646237967
"Inpp4a"	654.179992063168	0.689011260082967	0.193917607367288	0.000127491605962902	0.000587637950195264
"Coa5"	1199.20864314919	-0.186824579199531	0.0957449239976736	0.046304911873568	0.0961127602622469
"Unc50"	390.144267517441	0.00950794147928301	0.117901910991069	0.935402631001301	0.95680464319861
"Mgat4a"	1157.79127788183	0.441275662013392	0.128431353504744	0.000352853350451682	0.00146195169762644
"4930594C11Rik"	16.9592867034167	1.37836561542321	0.57451340568834	0.00160844246315742	0.00555525265638324
"Tsga10"	32.8628049381148	0.75263246676742	0.357603149317538	0.00888437252616256	0.0241026070697039
"Lipt1"	24.8015822541642	0.145673725090413	0.315841418086012	0.559957209913645	0.672706275106255
"Mitd1"	144.044173448108	-0.613284073534244	0.184471736679158	0.000384978508754434	0.00158020392068513
"Mrpl30"	249.131014381592	-0.406789395490588	0.135334979336098	0.00178098973898426	0.00607408236933924
"Txndc9"	503.123196520231	0.216389828356285	0.11190863969937	0.0471453581210736	0.0974774496985845
"Eif5b"	2060.68242857912	0.0636263640151411	0.0775965423693467	0.411328719809795	0.538018199644665
"Rev1"	235.803520236859	0.0783337043604454	0.130897396756124	0.536630206721163	0.65166243927598
"Aff3"	9.63697709724002	4.90417490829176	2.29559729978855	0.000210475291965093	0.000919732427568586
"Chst10"	3.04059747644191	0.316929470778206	0.634709813578483	0.0624997490138145	0.12263993107591
"Pdcl3"	373.460191131819	0.0437728085987261	0.118797436704117	0.704379680279148	0.79409762080937
"Rpl31"	1016.78157780274	-0.0949695606568733	0.0918159661810709	0.290923808563149	0.414226260165749
"Tbc1d8"	55.9385902419529	-0.0483584897090862	0.245334402884138	0.820156448929113	0.878154318716076
"Cnot11"	353.485695158471	0.20681346280421	0.115119010728232	0.0646848625447215	0.126018688480391
"Snord89"	6.35794369107645	1.33423528461474	1.62006856900676	0.0132205746703447	0.0336662552748511
"Rnf149"	1979.49446172664	0.844612874538205	0.114554904418307	4.38955405919071e-14	8.19340703661496e-13
"Creg2"	146.867441882967	0.0517047571677801	0.177920756366895	0.757795912384794	0.832189172528728
"Map4k4"	937.25213588383	-0.525807186586042	0.123822822274937	1.18868055027361e-05	6.82852914785168e-05
"Il1r2"	6.40825295716439	2.06555145675777	0.966774491554334	0.00220213450111906	0.00726296298411107
"Il1r1"	48.5364094947058	1.31545774922067	0.335843887177718	1.05610751636547e-05	6.13233002009486e-05
"Il1rl2"	562.293124867074	0.295131436496041	0.151618907258232	0.0410633132288105	0.0870065252206665
"Il1rl1"	4.9776728737389	0.324063257019588	0.579434230765854	0.165043908269004	0.26742509328697
"Il18r1"	13.4659329782027	1.1172452280291	0.680626057662553	0.0100968363727726	0.0268730536765757
"Il18rap"	33.673109959219	-0.38009329973444	0.327685430225867	0.145011817639334	0.241170798691015
"Slc9a4"	1774.51574345133	0.967608231617629	0.160972579293919	3.53460682540085e-10	4.27563697914619e-09
"Slc9a2"	304.978245529062	0.197910589159347	0.145145746732756	0.15446695129792	0.253857897081645
"Mfsd9"	109.377317203772	0.0128420820413128	0.203772184194246	0.946680874189415	0.963736831254789
"Mrps9"	223.560892123473	0.160652205739533	0.133387946126228	0.212118146927328	0.324147559054956
"Tgfbrap1"	739.643488091989	0.254860766427738	0.110546742046099	0.0179991372222107	0.0435782936040875
"AI597479"	170.281735193236	-0.34893715610983	0.174978108875434	0.0331428610464308	0.0728368204433936
"Nck2"	36.9714327679496	0.680424011780511	0.343870574445893	0.0140503662357811	0.0354195549469039
"Uxs1"	530.002474960398	-0.177459475329842	0.0986156115324633	0.066167055244035	0.128358666112916
"Tpp2"	1076.80996780097	-0.0243341004514908	0.0890025457815888	0.777574111082934	0.847142346992705
"Gm8251"	5.55102077201176	-0.0238757484095011	0.422289278908443	0.916328308698811	0.944041214385177
"Tex30"	78.5735644685198	-1.20001932879228	0.245816046116292	1.68738977081059e-07	1.37947350444912e-06
"Poglut2"	170.00610556038	-0.500229453217416	0.156763509932164	0.000781069291062585	0.00294806585462903
"Bivm"	164.460233426665	-0.338558128017908	0.15226369091295	0.0195612265298704	0.0467075163383103
"Ercc5"	199.806078142974	0.499805128551006	0.147129356988875	0.000375748617178323	0.00154778409125066
"Wdr75"	326.728390889803	0.220980663451742	0.225892995084476	0.274337245164751	0.395855548660028
"Slc40a1"	47.0566216138996	0.500954122338208	0.286215801904041	0.0384075049819017	0.0823679942506755
"Slc39a10"	711.347346643919	-0.195966515732721	0.229374066203057	0.338509721307409	0.46457714763679
"Cavin2"	10.2489625160188	0.765801925133483	0.693644014655009	0.0401576867828245	0.085462081092742
"Nabp1"	3060.90254585298	0.0760304331124507	0.3696270684751	0.774854014057837	0.844970867696674
"Myo1b"	5.28114223577742	1.98085046628905	1.47488720958312	0.0104013851510492	0.0275460046688723
"Stat4"	6.60592269105221	0.224381219996989	0.478346104896622	0.358157205562655	0.484804765591366
"Stat1"	1395.51521416615	-0.71119966149609	0.0884866586479746	3.53512643618133e-16	8.15886761967771e-15
"Gls"	1858.65326093859	0.577968478280343	0.0731723575168463	1.35081864398196e-15	2.97273101238439e-14
"Nab1"	535.787304226307	-0.285557902889719	0.112025269635129	0.00880985009818081	0.023924499034578
"Nemp2"	67.7387900401365	-1.44836962953027	0.240125457522289	2.11485811030146e-10	2.63296745845321e-09
"Mfsd6"	83.2260667781298	-0.106204769132047	0.326667197313865	0.671927427502648	0.767409270001824
"Inpp1"	54.9806596365607	-0.0723474069253602	0.25161875606825	0.739826540945451	0.819001605482907
"Hibch"	83.9635999950978	-1.06325702041574	0.250420237791782	4.12418401323293e-06	2.58362649648193e-05
"Pms1"	57.5985468315681	-1.29010950388862	0.277213610933878	4.7334622466325e-07	3.5434454499674e-06
"Ormdl1"	228.075875739614	-0.567034812872124	0.155444763033332	0.000128024815876147	0.000589670495602455
"Osgepl1"	34.7266438012605	-0.438177481155144	0.290772709678712	0.0725471587834612	0.138398517599683
"Asnsd1"	637.655215438617	-0.374768486655941	0.143407024558123	0.00635391602508413	0.0181544514629555
"Stk17b"	2346.65273928127	-0.0113619912761662	0.166745187653789	0.939867540640115	0.959606034865808
"Hecw2"	11.4178429310759	0.343167857425545	0.528757766447966	0.196865057750552	0.306251654806634
"Gtf3c3"	246.778681442639	0.0359760328327325	0.152773950943954	0.806496836885057	0.868441010309276
"Pgap1"	547.861848396983	0.230470619339728	0.134237123294659	0.0746079168451126	0.141701170683512
"Ankrd44"	1540.03785378	0.50385526695807	0.124730752500741	2.9474437500094e-05	0.000156633482076559
"Sf3b1"	4420.73185961425	0.49830218118047	0.0829546386460626	1.06356860716749e-09	1.22181385545764e-08
"Coq10b"	357.486823041939	0.762345942384351	0.136532744017962	7.21929478181685e-09	7.39630633656332e-08
"Hspd1"	1351.5198459179	-0.601008413538375	0.128641668650615	1.41564718315444e-06	9.73666750070611e-06
"Hspe1"	376.853801948106	-0.904381282916023	0.159836289052107	4.00665589254078e-09	4.24785259054945e-08
"Mob4"	433.764010424773	0.147397790599142	0.133312654010648	0.251962378062641	0.370127638546521
"Rftn2"	5.36213314038535	0.00179298488118283	0.426375005163611	0.995634281398858	0.997037901156469
"Mars2"	60.5933812172189	-0.246651724254073	0.337770554018908	0.342843767393222	0.469436754111131
"Plcl1"	37.26328596074	0.496718127541818	0.474232017476912	0.0999243441098099	0.179425420783676
"Satb2"	18.1348861793632	-0.0591222922444775	0.358753998863192	0.815259231705722	0.875077068889383
"4930558J18Rik"	4.19014251294368	-1.16356605453084	1.41421317872766	0.019601864578237	0.0467679493370663
"1700066M21Rik"	99.6683131502498	-0.894904594874399	0.196416209335574	1.32255586371238e-06	9.16541966039376e-06
"Tyw5"	68.2223405015551	0.0716091774520609	0.229266564055414	0.727973082484646	0.810242021234824
"Maip1"	149.543074449919	0.532231821522563	0.175721338614012	0.00122178974577042	0.00437095794331858
"Kctd18"	150.905616319192	0.687457989804887	0.169005404999981	1.72017813085681e-05	9.5295483453792e-05
"Sgo2a"	154.07475090771	-2.59507710141433	0.203334475052576	2.27694801448388e-38	1.77518642153603e-36
"Bzw1"	2067.90394847485	0.0106204849626663	0.0851000092341681	0.899803838490647	0.933535530585964
"Clk1"	841.908410471225	0.183229970345016	0.141825122405924	0.181249119327611	0.287953682868145
"Ppil3"	128.89229255299	-0.621033078492668	0.191351218699689	0.000491833226247992	0.00196395366358739
"Nif3l1"	189.196562139411	-0.285055671508203	0.175034856132798	0.0822047500091075	0.153217191489278
"Orc2"	218.431700463823	-0.507455700974612	0.16419970193784	0.00109776208596822	0.00398042784373966
"Fam126b"	161.19819019933	-0.0125178245855192	0.177099865310653	0.938817440288502	0.958936773516821
"Ndufb3"	240.582191203667	-0.558559622319906	0.175013225678249	0.000691617274082441	0.00264999055032008
"Gm20257"	4.69789451574532	0.217292461214838	0.488202878969239	0.354790520985523	0.481719401223415
"Cflar"	875.216814878048	0.222833656140144	0.156371959407348	0.133325593661127	0.225429918083995
"Casp8"	1402.79297233078	0.0700043102601104	0.102613207797863	0.488080549781455	0.609686962654461
"Trak2"	525.953646171823	0.111341571386022	0.106267505089377	0.284458160270315	0.406832442641638
"Stradb"	145.225172429816	-0.425667777351976	0.178721856880614	0.010947312133285	0.0287309155127962
"Tmem237"	39.8910047321471	-1.00923046088933	0.328304208929686	0.000393686366979788	0.00161232347476091
"Als2"	342.929598998813	-0.7192020585739	0.118362553194064	4.33043561607782e-10	5.19408534588846e-09
"Fzd7"	665.504244392307	0.603708636874336	0.165766892520382	0.000113901803602282	0.000530159614437122
"Sumo1"	249.570527009959	-0.250842756542084	0.137600372727742	0.0579565771850013	0.115163841310867
"Nop58"	615.504162642335	-0.0935742993687108	0.192014982606839	0.596947928780207	0.704218678855817
"Bmpr2"	1429.0572823337	0.566988784002935	0.098918361736155	4.81714288428468e-09	5.04852368184131e-08
"Fam117b"	688.822345722891	0.620522975526631	0.179132990221056	0.000219063370574302	0.00095140769570755
"Ica1l"	7.7868436314683	0.710684250775828	0.773630447460325	0.0497434940089217	0.101942669401839
"Wdr12"	201.998428408257	-0.169630977845334	0.2097427644775	0.373766217414398	0.501098338666299
"Carf"	94.7053178798324	0.0250486911484574	0.203225855409362	0.894595038180988	0.930018063109368
"Nbeal1"	374.243422888882	0.137261909145761	0.163625518696823	0.375255294456858	0.502778392007271
"Cyp20a1"	301.658334096019	-0.325349320463117	0.114089562401759	0.00337341887140208	0.0105329752600115
"Abi2"	104.311826505537	0.18586758177738	0.185635520677409	0.281795213685263	0.403701243941712
"Raph1"	155.935629930893	-0.566781974949542	0.240113194765552	0.00820239657025552	0.0225753138752165
"Cd28"	8.99968535622436	3.74513609109697	1.36518973404829	0.00197444950232586	0.0066208526978071
"Icos"	4.51552326821679	1.33180995109913	2.18354629944195	0.0188135702792724	0.0451822519892518
"Pard3b"	31.009159797984	4.0866130974838	0.58430160292329	4.32334981441524e-13	7.32163585789579e-12
"Nrp2"	1447.29286507485	-0.338892784617437	0.187186860774577	0.0509250603244219	0.103864702713042
"4930487H11Rik"	16.7623195594124	0.353257425209481	0.499024043717708	0.199739398787111	0.309447225601842
"Ino80d"	973.334840300139	0.00738586519421307	0.125286567212804	0.952567538687088	0.968030602604678
"Ino80dos"	131.871856079815	-0.294580257677803	0.175263964202679	0.0727514848236262	0.138711673867415
"Ndufs1"	867.637902546	-0.399893254072517	0.0962933055940755	2.21557270386182e-05	0.000120392318706235
"Eef1b2"	1787.39057055455	-0.137895236234695	0.0855671014922049	0.100104650947984	0.179580716772904
"Adam23"	8.88223721457318	-0.397460784793935	0.548977362740713	0.162431888102092	0.263995693564681
"Fastkd2"	227.412493537323	-0.167728672135096	0.153492363539256	0.250985769159314	0.369032203826011
"Klf7"	100.585426790681	0.600855305595448	0.227445691139123	0.00335068665306219	0.0104722267284412
"Creb1"	645.165666219046	-0.551729320758949	0.154343740038556	0.000177803381987392	0.000788004867275839
"Mettl21a"	124.861117820571	-0.55359568573797	0.172574052243832	0.000659316046320533	0.00254683231669315
"2810408I11Rik"	9.80137851564767	-2.52845043227368	0.694950631411985	2.10004964570048e-05	0.000114357899360845
"Ccnyl1"	77.1103900287822	0.124081168056039	0.206661595669572	0.512101118883107	0.631486905829857
"Fzd5"	101.220008343847	0.0928644990039533	0.244424549545447	0.666273856647071	0.762831123177004
"Plekhm3"	1174.23559020972	0.358763854373065	0.088242075288974	3.54821741781971e-05	0.000185945211336065
"Gm51627"	5.11648953991251	0.123541868593804	0.456865495699211	0.583856855325462	0.693462937990631
"Idh1"	2971.95949400789	-0.224073398952361	0.0989128424431663	0.0209054591151869	0.0493988542315246
"Pikfyve"	744.38130774854	-0.220173523772285	0.130736977804053	0.0808561637196508	0.151188492149672
"Map2"	9.68137108717799	0.082561866505124	0.513785361947164	0.318321651436749	0.443231019251278
"Rpe"	431.078988230111	-0.829498002015328	0.120650842312335	1.81340436404988e-12	2.87313360579204e-11
"Kansl1l"	110.971304076864	-0.15616763253343	0.199065616557122	0.392909797412265	0.519787342960498
"Acadl"	877.385332386288	-0.456150030935102	0.101036912551508	4.34349958628415e-06	2.70643205215542e-05
"Lancl1"	161.588259554394	-0.163943688860774	0.166116218600663	0.295595587353354	0.418872346215225
"Ikzf2"	65.9604768780896	0.017497272296598	0.272493961557984	0.94114757983644	0.960376133742117
"Bard1"	109.263280486967	-3.031114829588	0.216524904573944	1.33596373284006e-45	1.47255450759422e-43
"Atic"	833.750660397944	-0.630960614575025	0.127452872938589	3.30760442635471e-07	2.54152825693337e-06
"Fn1"	12851.2468413457	-0.733395321866204	0.175103344674691	9.7443895643271e-06	5.69172064730408e-05
"4933417E11Rik"	22.2000687601811	0.788955774432199	0.463604246008345	0.0186952611733562	0.044940328889365
"Mreg"	221.069538503787	-0.313206315998523	0.223843852397698	0.119826521482212	0.207399554696032
"D230017M19Rik"	6.98114278065617	-0.913834877503689	0.839380388848847	0.0291383424895377	0.0652702955625839
"Pecr"	99.6182185057526	-0.210012328186148	0.189677987252077	0.231912502209864	0.346810906813488
"Xrcc5"	382.231251372259	-0.420977676255008	0.114109234226359	0.000146954309358017	0.000666533451384041
"Marchf4"	32.8104715459103	1.17976045942151	0.503787037762132	0.00198335197787493	0.00664652176584169
"Smarcal1"	483.357957884468	-0.232112992733826	0.132004363633502	0.0681127303977921	0.131316250130605
"Rpl37a"	1682.36853959337	0.00596345928730796	0.102944389302978	0.954098214015994	0.969277263249218
"Tns1"	5360.17592626443	0.386259686618676	0.100573431273972	8.88492551030874e-05	0.000424207085790917
"Rufy4"	866.569142054657	-0.00616680467363954	0.160162566324826	0.965084199461642	0.976927129626835
"Cxcr2"	58.4072484305827	-0.117498995945149	0.28112310578396	0.615819500279616	0.719534691636221
"Cxcr1"	106.785530150663	1.55882397688429	0.28264224881419	3.26186167149048e-09	3.49635780614837e-08
"Arpc2"	7504.98018925133	0.0492694642174266	0.0718096501711226	0.48971945770714	0.610831110005624
"Aamp"	1300.23950461563	0.290948214408142	0.11201960822493	0.00761005450340004	0.0211848806619797
"Gm28364"	434.069919839748	0.206957106052231	0.137688741035956	0.11792030211796	0.204658037280076
"Pnkd"	70.2160525941918	0.279753406615991	0.231367407686335	0.174288483723349	0.279499881209926
"Tmbim1"	3123.83832493921	0.86703447343297	0.0957963796676702	3.73113639350959e-20	1.1551164631335e-18
"Slc11a1"	37.2871594580267	0.374049083521774	0.310618673089524	0.137086229368134	0.23054764735816
"Ctdsp1"	754.860141766097	0.0168761030674869	0.14168671498885	0.90565685894462	0.937193974536078
"Usp37"	309.163069788555	-0.69876023767344	0.186473720036687	6.68683322628061e-05	0.000329471482201248
"Cnot9"	429.417866187564	-0.620115201469534	0.142256469323512	5.86055238120032e-06	3.56145545370852e-05
"Plcd4"	8.16397228312121	0.319641279406423	0.484859634914741	0.241665854965851	0.358046306094249
"Zfp142"	248.414607487285	-0.118612525685753	0.184336312619517	0.489177093582347	0.610569381066206
"Bcs1l"	89.2625991094268	-0.778965859049374	0.222743077224611	0.000141780589644301	0.000646507353492167
"Rnf25"	188.14099789253	0.772446799220435	0.163952484437412	7.36602531170831e-07	5.36649570572664e-06
"Stk36"	9.58704970692764	-0.724796583302116	0.618329577552552	0.0457189053571089	0.0951125811740961
"Ttll4"	388.807918985812	0.0884733468456987	0.117539316114968	0.440126531591995	0.565062539706321
"Cyp27a1"	71.1153807017579	1.53965712164353	0.279016972622868	3.48629946541851e-09	3.72396198536684e-08
"Nhej1"	49.7965951482647	-0.226999342538099	0.305233805042003	0.358230928011288	0.484804765591366
"Cnppd1"	1002.6328330416	0.219687124136211	0.137733361612957	0.0968855199285755	0.175129687040294
"Retreg2"	1181.29311072678	-0.0431319029655242	0.136560143059132	0.741212767216705	0.819354781049605
"Zfand2b"	159.372328358506	-0.0725971255016689	0.170192603487428	0.649540413987548	0.748895439724345
"Abcb6"	138.121050083312	-0.723690668581829	0.198674487373915	9.30972130537813e-05	0.000441357421618705
"Atg9a"	613.246606598186	-0.0897827057970943	0.177904059855005	0.58777915584641	0.6963165279952
"Ankzf1"	257.38176300377	-0.318883752229054	0.181269326927266	0.0594029224641522	0.117482717188964
"Glb1l"	174.01551043707	0.136958687756157	0.153918443549704	0.351256517823167	0.478037875134328
"Stk16"	410.150692841817	-0.0038915660747239	0.123417407594809	0.970990443868903	0.980344584278884
"Tuba4a"	1298.74003387535	-0.379401735680463	0.126764049851964	0.00197769698708635	0.00663000358596908
"Dnajb2"	131.261888320787	0.0683291329567707	0.19900184035306	0.707454982523958	0.796821653149342
"Dnpep"	332.734701063744	-0.37091219460224	0.176718023010828	0.0249728524325423	0.0572535218222137
"Speg"	64.7573168831369	1.08003705005676	0.282952750326184	2.07992962376155e-05	0.000113407164901557
"Gmppa"	439.021311893486	-0.219049728217028	0.118763719702604	0.0572873575854397	0.114077268576674
"Chpf"	428.12278792123	-0.386271057537498	0.120986419596938	0.000991163568631423	0.00363644688336338
"Tmem198"	58.6263968733756	-0.126894439963934	0.23967911395943	0.547858421547883	0.662027953682188
"Stk11ip"	495.454092893309	0.121604897988052	0.144138170490359	0.379539062563058	0.506879161042292
"Sgpp2"	9.243227320576	0.293811168165044	0.494981028996027	0.260499424839419	0.3800485675487
"Farsb"	487.535229036139	-0.673427379744226	0.143975230071362	1.16749070737921e-06	8.17947188194555e-06
"Utp14b"	23.9036193473782	-0.848167235223188	0.411123983782888	0.00846206157697628	0.0231583731428122
"Acsl3"	68.3288949730173	-1.07353870125252	0.298463006267759	5.7772346330428e-05	0.00028911045799642
"Ap1s3"	47.1444959299087	-0.285273149398405	0.247398269873217	0.187724881408753	0.29607133757152
"Wdfy1"	233.865941184812	1.25174056578382	0.169109547713777	1.83265245593666e-14	3.61052300486998e-13
"Mrpl44"	152.508289771667	-0.336545340328999	0.180133898399018	0.0453227772255465	0.0944318603093015
"Cul3"	1121.69434962622	0.185091591024581	0.0898503805920637	0.0364830962748263	0.0788360434290907
"Dock10"	5597.40241434936	0.162922879067832	0.115745919368402	0.146960191588646	0.24391607776092
"Rhbdd1"	355.563675259631	0.332970055670385	0.149617408612025	0.019561923196594	0.0467075163383103
"Col4a3"	4.45463155468035	0.510527818501034	0.803038000993171	0.0522351132107515	0.105877957754069
"Mff"	485.227135175241	-0.0162415619230612	0.108828243167097	0.875677447834253	0.917362707743446
"Agfg1"	966.705440476476	-0.013105385928716	0.118234026263951	0.90792701920921	0.938399456554114
"Sphkap"	2.94701730961516	0.0360551976576077	0.51151262427731	0.237929683934351	0.353905181338368
"Pid1"	328.64314472457	0.125309677089513	0.144869396278909	0.367021400321343	0.493945613317804
"Dner"	5.35203965777135	0.0559331943403291	0.510837692556066	0.387698195501181	0.514756918762005
"Trip12"	2597.53790979944	-0.0050996749379558	0.106316025800544	0.959285298549645	0.972828507872443
"Fbxo36"	18.7536136807662	0.19674102551826	0.353955450557005	0.452522915472864	0.57623324342556
"Slc16a14"	25.0733773970657	1.91307900726956	0.579848327923832	8.05487806000462e-05	0.000389595820150744
"A530040E14Rik"	12.1484431722444	0.764216012435137	0.572948515872282	0.032259626772433	0.0711648702402222
"C130026I21Rik"	6.33141800457139	0.119651073417209	0.457460145885866	0.592385465352694	0.700345867776195
