"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"Rasl10a"	6.17890834499389	0.554812906024748	0.7316187304545	0.0717933712488229	0.137212263794836
"Ewsr1"	2105.32222477866	0.240843237249554	0.121766393763849	0.0415439534499703	0.0878420685978701
"Rhbdd3"	112.477118346894	-0.218118823886359	0.176562904596411	0.186603859967178	0.294630396831358
"Kremen1"	241.277996231127	0.348795020532415	0.160272302810613	0.0213219554108813	0.0502252251075034
"Znrf3"	45.4230161496087	0.457006723077269	0.317908113127916	0.074933512689383	0.142130231901269
"Gm11963"	5.68536121546717	0.0484196913754616	0.43081491366602	0.837795692728344	0.891260148699942
"Xbp1"	4184.15137537718	0.500985826369345	0.0768436740977377	4.42689195821238e-11	5.9456135060613e-10
"Ccdc117"	351.034754479035	-0.822579774150655	0.134156532516998	2.66037371587027e-10	3.27387279414026e-09
"Mrps24"	255.584676287352	-0.353667395969808	0.132542384955842	0.00557874473261736	0.016218697169451
"Urgcp"	352.316250356716	0.426235972249623	0.112696270932609	0.000101038309412079	0.000474431077540522
"Ube2d-ps"	70.2538245987045	0.0275495295765097	0.212621410111182	0.888311780405565	0.925942063538836
"Dbnl"	982.438867881737	-0.154957771515984	0.0855066726470667	0.0648042417831758	0.1261466985968
"Pgam2"	24.0850413897572	2.13635996063475	0.480089966786156	7.38751813029818e-07	5.37908922630937e-06
"Polm"	82.598051036127	-0.17836248303452	0.246653324387216	0.408304237595604	0.535114594290425
"Pold2"	214.318612570363	-1.80906789300864	0.168579501279889	7.68865146835013e-28	3.68191377057396e-26
"Ykt6"	983.739129273033	-0.107472823687702	0.0897782018942239	0.222276092884266	0.336018247854902
"Camk2b"	10.3397248934957	0.220524502124206	0.455259843357667	0.384380769906625	0.511308002915741
"Nudcd3"	686.570055604784	0.244781912251692	0.116106724197926	0.0301093123723381	0.067151171811044
"Rps15a-ps6"	11.8491001086831	-0.171746211710381	0.399683658521304	0.51051488759837	0.630001288759073
"Ddx56"	307.04113070355	-0.0305698699181466	0.162491305741245	0.839461076158367	0.892387845896438
"Tmed4"	482.606201262416	0.0742959476592081	0.100195739610466	0.450593787173477	0.574484556030905
"Gm46270"	118.484912766445	-0.275511277881332	0.170374836449702	0.0854746789321986	0.158090444789106
"Ogdh"	3543.05012588775	-0.255291015989626	0.0704350793356564	0.0002604987605948	0.00111247065897298
"Zmiz2"	1367.11588676677	0.285358767200973	0.118660489172844	0.0131592251174503	0.0335501201100139
"Ppia"	2097.55481519183	-0.836693644126204	0.087770197052216	4.26163722391051e-22	1.5010824668022e-20
"H2az2"	236.251496172361	-1.28591329483022	0.208976186464665	1.03920491334048e-10	1.32475314276883e-09
"Purb"	2373.84789028278	0.318195459975908	0.0875525440257642	0.00015625994193601	0.000702510414062524
"Myo1g"	2806.63224559151	-0.126935723581982	0.0750755683973293	0.0872505435662146	0.160886277767179
"Snhg15"	62.2044679723788	1.01152902585372	0.272966914173979	3.70300786328377e-05	0.000193094039722456
"Ccm2"	422.504978545611	-0.481156854801571	0.123868851157373	6.08143719156012e-05	0.0003029110086922
"Nacad"	9.2557500429011	-0.0219284501460071	0.396101811630899	0.927486324682842	0.951727065399401
"Tbrg4"	489.921239510094	0.319122000732534	0.134007474357976	0.0132344595908472	0.0336824047664761
"Ramp3"	3.50001743143604	0.0647604288558505	0.471186798964876	0.735130375022658	0.815139794904146
"Adcy1"	7.43230716204669	0.0661734205225061	0.515013194947023	0.159789995138232	0.260662781045858
"Tns3"	59.499439145172	0.204140406626799	0.316220597199693	0.414704587798142	0.54094823403516
"Hus1"	107.154305548695	-0.243885207896616	0.180315297401235	0.147276270551552	0.24417458444919
"Zpbp"	13.2351228719734	-0.140476129800521	0.374602913330812	0.587000291181357	0.695845143987097
"Ikzf1"	1970.52007266313	0.60421040398265	0.0842900460992975	3.48201523817969e-13	5.97597944098867e-12
"Fignl1"	182.398150662669	-2.9916285251884	0.237350176767954	1.61183590997059e-37	1.21946354703456e-35
"Ddc"	4.42727049981037	5.29739119754849	2.51599818486232	0.000218047085760873	0.000948051058509809
"1700042O10Rik"	2.44311517773758	3.32781391983398	3.45190364140536	0.00407963902145998	0.0124136755184168
"Vstm2a"	816.74675627498	0.182869109161636	0.105486247715906	0.0761609734480677	0.14392465363686
"Sec61g"	4.67183611300348	0.0424071056765258	0.450839108403984	0.843089519679507	0.894851738008921
"Eldr"	4.84385077151983	-0.748331943887106	0.996246146269781	0.0397228437437119	0.0846813689256701
"Fbxo48"	18.8931568914434	-3.29268080072334	0.533462763988459	5.97643565504624e-11	7.86159529685404e-10
"Plek"	10129.6791785679	0.798985766244491	0.0782561052540816	4.85517340709564e-25	2.02870088833741e-23
"Ppp3r1"	2118.31641677748	0.199955739619634	0.0865043071820737	0.018909990182956	0.0453797174322964
"Pno1"	427.362048973842	-0.164952784703269	0.128589757983051	0.184382283505672	0.291662981183165
"Wdr92"	89.4616519840342	-0.756926561087475	0.220936724220074	0.000191016556340996	0.000840157443885783
"C1d"	441.309972294525	0.00812363655423937	0.130025071769789	0.950162647473209	0.96633627192113
"Etaa1"	136.242375610547	-1.3189098684563	0.196498698653459	2.95637361046429e-12	4.60416479700322e-11
"Meis1"	49.6178373513348	-0.38160225801289	0.284270420730549	0.110488229244369	0.194372936037219
"Spred2"	119.606999831595	0.992426827766626	0.228090928870301	2.51630468549129e-06	1.64873476793371e-05
"Actr2"	7993.88944726358	-0.0668461906779253	0.0603966176086934	0.252229808004692	0.370465127933189
"Rab1a"	2794.27316369013	-0.184097055649967	0.0775123634426792	0.0161734327402392	0.0398599674280451
"Cep68"	306.867352730344	-0.964239103182163	0.166673714593244	1.68183965730871e-09	1.87807876492132e-08
"Sertad2"	505.145374754862	0.837612241886955	0.13489510377274	1.40990871197063e-10	1.78309523157828e-09
"Aftph"	926.539615358166	0.216755096455557	0.110421300353023	0.0440812385344665	0.0922308486175239
"Gm46272"	70.4580529720634	0.560245634529003	0.262892415228049	0.0141342130616168	0.0355888239869698
"Lgalsl"	70.0157005526462	0.0985906461898279	0.234615165346864	0.63725155657142	0.738368681678493
"Peli1"	841.868942133765	0.581387166131607	0.122207616088626	8.98047784300079e-07	6.4277423524034e-06
"2610024D14Rik"	8.01132067022227	0.372508245872084	0.538754952757601	0.17687685693584	0.282446296088629
"Vps54"	1203.11462075743	0.0382058043299643	0.107286421070443	0.717937828070435	0.804729821136897
"Ugp2"	1276.50036552273	-0.384336236431576	0.0826898788078434	2.4141681449275e-06	1.58865434385193e-05
"Mdh1"	1366.21580900141	-0.574576076362915	0.091329022131371	1.54866764655642e-10	1.95086350038132e-09
"Wdpcp"	31.1353687373106	0.00670733719674563	0.28063559099112	0.978319802467503	0.9851773642868
"Ehbp1"	183.115355168952	0.218616006160533	0.298780273366723	0.368642730202529	0.495476290168142
"Tmem17"	11.4989988035691	0.218388473999292	0.396386624518442	0.413050152794839	0.539619827693349
"B3gnt2"	634.812614863295	-0.0537570655003633	0.118218357706608	0.639127764633078	0.740073138797187
"Commd1"	291.85920471436	-0.764178043973069	0.129374942741568	1.18548617015356e-09	1.35456891613793e-08
"Zrsr1"	229.707838011283	1.4470810113696	0.261037013448013	2.74557864927515e-09	2.98004826906893e-08
"Cct4"	1869.57197533401	-0.295172961799708	0.0981672939404427	0.00214158597592355	0.00708730661552322
"Fam161a"	29.1329557236704	-0.847795721634658	0.420420570858732	0.00928201207600165	0.0250432172196153
"Xpo1"	1573.36178104231	-1.14917253902661	0.14670132696712	9.25102809431505e-16	2.0606906831692e-14
"Usp34"	1333.74994356449	0.06045829538638	0.095359816593836	0.519969505374667	0.638403120387986
"Ahsa2"	465.922088880248	-0.34377684584233	0.187740318108274	0.0486705483663415	0.100080674077202
"1700030C12Rik"	25.6294111008287	-0.580987105752276	0.394116205345029	0.0498041447729826	0.102050608183871
"0610010F05Rik"	310.143654218344	-0.269369022207514	0.127295913901601	0.0284408045673991	0.0639542960251082
"Pex13"	301.06871757617	0.440949883599232	0.137163147018466	0.000810805854595077	0.00304641894118503
"Pus10"	255.339111019608	-0.0602810898779062	0.135390361900648	0.642549673669784	0.74289177389835
"Rel"	807.079679989661	0.585617734895447	0.246072593364889	0.00689665418632702	0.0194616244595845
"Papolg"	139.152180205483	-0.181528471905702	0.186710909868668	0.295152436191962	0.418491857656392
"Bcl11a"	6.28916357528245	-0.0349837690894013	0.460257823921884	0.860700613808092	0.906948907874589
"Fancl"	96.9091113120309	-0.372176030735053	0.20952193658006	0.0511310510887063	0.104185118600829
"Vrk2"	187.739260396963	-0.417783862332985	0.147109988097906	0.00294794695259746	0.00935993288699059
"Pnpt1"	490.644454943017	-0.888781060397027	0.121805667358582	8.10107053580840e-14	1.47131090725634e-12
"Ppp4r3b"	1187.26464473654	0.0419575060418567	0.0922113056285819	0.644415491445184	0.744644959206337
"Cfap36"	172.739058769678	-0.0936967044046973	0.165281885430621	0.547615654840129	0.661797142040254
"Ccdc88a"	1533.24584202385	0.108528913566851	0.129403103380136	0.386461550461846	0.513594988484062
"Prorsd1"	130.701130813254	0.162133443748065	0.169778523766936	0.310464201622675	0.434357728629777
"Mtif2"	272.902746100918	-0.15018931982919	0.14562476062311	0.281163002547473	0.403111701118186
"Rps27a"	1830.76772643989	-0.141466244166836	0.0811390532496986	0.0838863293593804	0.155723391172567
"Rtn4"	2169.65474781709	0.0772725410150812	0.0858337904193685	0.36160626980911	0.488277301275666
"Eml6"	147.48502013332	-0.100242849359174	0.203828653078161	0.579948043607298	0.690108486325073
"Sptbn1"	1995.15933845664	0.391325265524108	0.118698446804562	0.000674079819087653	0.00259393040211341
"Acyp2"	33.8600118139211	0.629920104726022	0.337545055222507	0.0208595337516376	0.0492994452030386
"Psme4"	906.31743730131	0.287609128575893	0.084254368246873	0.000553456581384709	0.00218541564168903
"Erlec1"	256.100100844395	0.0846744936009877	0.12466658727012	0.482625336514992	0.604688638185271
"Asb3"	115.191758897267	-0.324599171711121	0.246236060413488	0.133662590209844	0.225880237697999
"Chac2"	10.2971429571555	-0.349650690477602	0.532405962345961	0.197913102637157	0.307342688633146
"Bod1"	94.7567205111072	-0.214537404859274	0.189078651770652	0.220317356233484	0.333765132322432
"Cpeb4"	1367.66240763452	0.807295355471991	0.114292216025022	4.52795581177762e-13	7.63778931522277e-12
"Snrnp25"	113.540659436982	-1.00229348736299	0.178703198805633	4.49779397460447e-09	4.73713292910154e-08
"Rhbdf1"	106.704118629405	1.78077716537037	0.211207476202959	3.70015196248906e-18	9.93910567066914e-17
"Mpg"	143.272789386606	-0.068150938410096	0.18074194342267	0.685894728173588	0.779057474853646
"Nprl3"	159.080689361766	0.180345955329896	0.176553333673626	0.275804843902273	0.397394710462862
"Sh3pxd2b"	3451.53646894337	0.967702716843136	0.174542510044733	5.84010695195286e-09	6.05609144263335e-08
"Ubtd2"	101.477351270187	0.786426468933246	0.229761304188926	0.000166136593162846	0.000741718360576193
"Stk10"	3645.26957347666	0.851113323401521	0.108122478101771	8.75902343383882e-16	1.96134629816223e-14
"Fbxw11"	751.674347493235	0.427665071467177	0.110149665454441	6.67538190461924e-05	0.000329034051782813
"Npm1"	1988.2082344324	-0.151733087459543	0.0875654566139682	0.0782829521059281	0.147216623860332
"4930469K13Rik"	13.7199339244806	0.153929431517172	0.39984423699273	0.552298584163031	0.665694730119581
"Lcp2"	1881.48459573793	0.128815850597165	0.0771032534693529	0.0890720577101667	0.163467106341638
"Dock2"	3688.88215574465	0.162546771268527	0.0988820261182437	0.0936089521100634	0.170374955399184
"Insyn2b"	20.0720192744656	0.212112246882496	0.362059262794703	0.421468315080301	0.546818252320317
"Spdl1"	108.92570599864	-2.49877266433167	0.228281729699235	5.76884826244119e-29	2.91543454085269e-27
"Pank3"	1402.37746444093	-0.46855462949063	0.0907961144382397	1.50797846182744e-07	1.24313427549488e-06
"Rars"	756.926025482904	-0.123666702752932	0.121905504600783	0.294304205286884	0.417736852664088
"Wwc1"	5.23340709177979	0.236819365331235	0.542367583269242	0.214658891892976	0.327247954184284
"Mat2b"	522.29333122324	-0.0478307737634245	0.123977192127659	0.68861829869427	0.781456782382616
"Hmmr"	307.46430222575	-2.76504496549299	0.183187062211399	1.3304918349931e-52	2.20930761067815e-50
"Nudcd2"	255.82511127778	-0.66795427339334	0.154287722990518	6.04741208570874e-06	3.6628238241531e-05
"Ccng1"	1367.15921307105	-0.546816170249464	0.138523201421096	4.1169688084898e-05	0.000211744019249198
"Gabra1"	6.52120410627789	0.0557706855948659	0.512356535330622	0.295246698021972	0.418517104313629
"Gabra6"	6.58802708812207	0.0794642377810185	0.518379831800872	0.0806009452722656	0.150799485843018
"Pttg1"	169.447051264613	-0.109692833933492	0.16319033772052	0.477163070910932	0.599077673278395
"Slu7"	526.540048156529	0.134965775545752	0.128071567906915	0.276289291846962	0.397908862982119
"Pwwp2a"	217.234705126243	0.0737437142956298	0.15920400190998	0.626527936034944	0.728451958728998
"Ttc1"	295.275808726894	0.0714550547438417	0.130953494950543	0.573425673021705	0.684704954730624
"Il12b"	9.24088567417647	1.76710180461958	1.28183654791118	0.00551184850548808	0.0160388017731385
"Ublcp1"	150.992935724072	-0.254857610075477	0.173263807254327	0.116779780625376	0.203038655843902
"Rnf145"	373.756518368703	0.830987709260471	0.127637227644696	2.08666345128296e-11	2.93510218791023e-10
"Ebf1"	6.40940289605242	0.558487161195712	0.833089170069516	0.0486020983713483	0.0999720768623004
"Clint1"	927.684866965961	0.317297298041995	0.0948108823470852	0.00064280088669784	0.00249003486975484
"Lsm11"	131.619444614043	-0.247576371322088	0.163214007989945	0.108528742667934	0.191902711070696
"Thg1l"	73.2566540632338	0.0847942255991067	0.208800462050954	0.657648010729759	0.755701219123816
"Adam19"	20.0790636556375	0.585345834593462	0.488225518845155	0.0648097656094463	0.1261466985968
"Cyfip2"	82.965704986586	0.467621240625307	0.351262550668625	0.0832787676831815	0.154857813204939
"Itk"	15.1581687617799	2.25187491195826	0.712966437309579	0.000117509364097364	0.000545362878166569
"Med7"	200.807808953116	0.254912338324298	0.15213094953908	0.0782819213056603	0.147216623860332
"Havcr2"	1820.93949781197	0.383074713081321	0.127401625323557	0.00183300844755851	0.00621502148249355
"Timd4"	11.8667633564281	0.12427054975067	0.428166864745651	0.613376282654862	0.717926926439591
"Gm36109"	3.80091358848757	0.335251788771106	0.581135023702525	0.156438690377633	0.256636527478627
"Rack1"	6479.67829428904	0.047394275316137	0.066407471961078	0.474709638056636	0.596913100266758
"Snord96a"	32.7484290989563	0.575016038119146	0.376749532905023	0.0444605984351227	0.0929333352282947
"Trim41"	692.628209039126	0.218422954163087	0.105998314923798	0.0349553117076974	0.0761394574948244
"Cdk2ap1"	44.8768660466066	-0.0758775452273362	0.239815665626399	0.71852773032354	0.804944633747422
"Trim7"	17.6853179627117	0.349685736843399	0.416995397512915	0.21316871640139	0.32532528144046
"Irgm1"	204.29777422475	0.205826015528251	0.187598763372245	0.236994325266176	0.352719059812982
"Gm5431"	5.76410509611438	0.318532707504338	0.552375489587962	0.189663845358797	0.298136455219765
"Gm12185"	11.984848705066	0.160783131452095	0.43417798223375	0.518644250631951	0.637204322915357
"Psme2b"	58.1686942040389	0.0270222759222906	0.234710121384686	0.898088197470559	0.932437343298782
"9930111J21Rik1"	60.2160257515347	0.361586055871196	0.272942081678778	0.119181634515226	0.206456629035588
"Ifi47"	77.043302015758	1.2081980968561	0.269345580371296	9.99726369270472e-07	7.09744661715283e-06
"Zfp62"	418.414078943986	0.165320133067269	0.118934885685407	0.152613544165288	0.251167045398039
"Mgat1"	1863.20442018128	0.398358872617026	0.0804249822246005	5.06217664959119e-07	3.77625382973588e-06
"Flt4"	6.44234408466455	0.074864954125962	0.425936789866682	0.754993915336792	0.829824826054864
"Cnot6"	694.992493812239	-0.693452302741158	0.102529603446579	4.94805811938233e-12	7.50484829352579e-11
"Mapk9"	449.386451314773	-0.0623238833845881	0.10435227320602	0.541382811378119	0.655938655006219
"Rnf130"	1694.40031515248	0.214399019632605	0.0853934992862746	0.0108352041327156	0.0285118172547647
"Tbc1d9b"	2478.88326502409	0.0994145815833717	0.0871603620810826	0.248042441128993	0.365503129223846
"Mrnip"	35.3407108971457	-0.168303229068233	0.292719806575843	0.484454222622927	0.606444710136543
"Sqstm1"	4854.20866692392	0.963701423440746	0.128706426643712	1.41941079470774e-14	2.81810348154241e-13
"Mgat4b"	2101.61725796105	0.13422092461191	0.0968507800693247	0.15905362057806	0.259759815137447
"Ltc4s"	1459.16548919672	0.214635627648251	0.0891649138029937	0.0146275380852533	0.0366074969579269
"Maml1"	534.991959303634	0.514159153201209	0.246156426151823	0.0172503738825015	0.0420745846302247
"Canx"	7069.2006974847	-0.24521966419125	0.0906117913476377	0.00598551962827831	0.0172250402807037
"Hnrnph1"	2185.33907637098	0.34363126572942	0.0889856332153198	8.49568749578787e-05	0.000408675170508441
"Rufy1"	608.429328029366	-0.439161839991354	0.106478467662703	2.4067523180866e-05	0.000130007330541002
"Adamts2"	228.591556889065	0.248307847254047	0.137767157264664	0.0606042772305902	0.119544320992028
"Gm51860"	12.0281068720866	0.101175678705386	0.384751358653036	0.694263514431972	0.786049171657416
"Zfp354c"	8.79248388454838	0.395195544631844	0.544390110907053	0.15945315535196	0.260279336694774
"Zfp2"	24.9466543199428	0.284789173795612	0.314922230406945	0.258490085650906	0.377979670074621
"Zfp354a"	12.6825556151513	-0.0192781129109488	0.360105536539009	0.938105870920499	0.958591657596489
"Clk4"	685.20139505057	0.370555876800903	0.0944693185676104	6.33187136403316e-05	0.000314527223234374
"Col23a1"	7.01969229979671	1.32084612118631	1.25519118701717	0.0123412816155609	0.0317815965229732
"Phykpl"	589.718907384544	-0.555028712722771	0.111117627305674	3.03242895002447e-07	2.34985676090987e-06
"Hnrnpab"	3655.16711024849	-0.643412700361474	0.131059748974323	4.64767054781914e-07	3.48534402489241e-06
"Nhp2"	408.270385805911	-0.6128732926185	0.136107419010918	3.09226591753327e-06	1.98382900258808e-05
"Rmnd5b"	376.451551376717	0.0390403001946638	0.127477424336893	0.753037422425583	0.828172757881774
"N4bp3"	66.2843664811118	-0.440086496762465	0.314671544602953	0.0871323641673856	0.160747964543491
"D930048N14Rik"	21.0576773898817	-0.0684939902870291	0.344818447719821	0.786910707636397	0.854223501677257
"0610009B22Rik"	93.7964279462383	-0.584247210703504	0.237056951710583	0.00601366642853089	0.0172904742422298
"Sec24a"	982.835655732421	0.481570690072455	0.141172517929363	0.000363898393844412	0.00150381540520189
"Sar1b"	502.878312177652	-0.234705683252052	0.117366890113593	0.0396129922568955	0.0845138860331497
"Jade2"	622.213824041585	1.12023649054053	0.160367568835378	4.57485589372246e-13	7.70673352531427e-12
"Cdkn2aipnl"	408.798372530139	-0.372216959843539	0.108914931468135	0.000457917093305797	0.00183712831973892
"Ube2b"	820.750707516572	0.153722174225549	0.151313796266853	0.287151252181343	0.409805251478856
"Cdkl3"	12.6754298808565	0.0831099782109889	0.386826808664345	0.745712366725967	0.82259324656701
"Ppp2ca"	1998.39590126181	0.507049908630275	0.0993801137061291	1.8819220147125e-07	1.52196425554168e-06
"Mir3061"	5.48653100659513	0.397497335978765	0.577575926698526	0.144716530111094	0.240836333984179
"Skp1"	892.778379326845	-0.241726143051292	0.102076316208404	0.0151532718441548	0.0377091735693584
"Tcf7"	22.432823728529	0.78679183129263	0.50741494781937	0.0234230302198905	0.054264697298699
"Vdac1"	1585.43037423764	-0.476963432151927	0.0768974128983906	3.43613323602515e-10	4.16834910396751e-09
"9530068E07Rik"	1380.51481895513	0.192869520900115	0.0842502504413878	0.0206069948743087	0.0488315266799839
"Hspa4"	2343.24365947447	-0.25944088997729	0.104801109845907	0.0111491950150138	0.0291580297529078
"Zcchc10"	76.5840822717304	0.0110980456641394	0.231876105761119	0.959112518963245	0.972730440823673
"Aff4"	1542.11128668934	0.975280157033672	0.169173895416934	1.53180770574195e-09	1.72106268239161e-08
"Uqcrq"	473.656714913821	-0.555980751242908	0.143677244520877	5.49153766716586e-05	0.000275736811109578
"Septin8"	1083.70817233091	0.219701603292557	0.127431178501115	0.074508228471634	0.1415966422768
"Kif3a"	175.45117570444	-0.0826420598569056	0.196239274123753	0.646355249738674	0.74600994973449
"Rad50"	470.849289814114	-0.969331117732814	0.132120864740014	5.37454482601395e-14	9.94485240888775e-13
"Irf1"	381.761244342588	0.50161508224313	0.2561076696079	0.0241145777824845	0.0556148974615524
"Slc22a5"	183.158062039604	0.0977084076894825	0.150395065997457	0.497123517919099	0.617288656901389
"Slc22a21"	21.7684259671026	0.982921993760072	0.489254530786294	0.00632353176724129	0.018083801649731
"Slc22a4"	12.4098969620708	0.703548754578768	0.623772702127354	0.0445493292995209	0.0930892123782955
"Fnip1"	994.28614440854	0.388443442203002	0.157103858438663	0.00911909016831857	0.0246608897825976
"Rapgef6"	574.980035031135	0.121534285040815	0.11231599795294	0.267635336907337	0.38810245784585
"Cdc42se2"	1066.91969632964	0.093694766222635	0.100431128661651	0.343097521157522	0.469733901436993
"Lyrm7"	7.92735186075785	-0.302230118589326	0.480353083982073	0.263855485671609	0.383849839549117
"Hint1"	992.987912199938	-0.620601250452267	0.101782444742634	4.89449687789873e-10	5.83778330977735e-09
"Gpx3"	20.4942639018089	-0.735696988758954	0.425093584155479	0.0213601340223273	0.0502873639494526
"Tnip1"	386.441421640341	-0.0957135671275865	0.171510527891788	0.55219289382654	0.665630087721895
"Anxa6"	945.382790977145	0.0167708520599271	0.0917583970344704	0.873432170127671	0.915835962543251
"Ccdc69"	57.5286355499585	-0.54997668021485	0.250532458089164	0.0129324695906064	0.0330576881618341
"Gm2a"	3072.00879197555	0.494906658202285	0.0626565895163564	1.6447248374697e-15	3.58253011446126e-14
"Slc36a1"	1230.17384906767	-0.415940267252173	0.134686800329902	0.00133843895480941	0.00473375934164022
"Sparc"	48.8986121364882	1.67885030972723	0.666384423606497	0.000601854902098021	0.00234613316409308
"Atox1"	583.180793193234	-0.118648621046038	0.0944310561547656	0.200264892288622	0.310187524807452
"G3bp1"	1651.52111606154	-0.321951977460044	0.122027941703364	0.00651176276739144	0.0185350397915999
"Fam114a2"	400.254572961878	-0.0621311789160129	0.125891063481452	0.608706759148187	0.714291907348451
"Mfap3"	527.051756336393	-0.0207883403832133	0.110410955593261	0.845975674780682	0.896753853237092
"Galnt10"	454.203721978589	-0.41429330014424	0.124073239682451	0.000564772506224068	0.00222395480892545
"2010001A14Rik"	3.84693307915212	0.208137623494734	0.514505469096969	0.30899649318747	0.432635694469447
"Sap30l"	179.975407224454	-0.0882032134444311	0.173039769479308	0.586447746253506	0.695391704530443
"Larp1"	2345.7712505382	0.137942217932576	0.110593704543665	0.201732876169701	0.311930893059112
"Gm12248"	8.14041237621309	1.02738880442593	0.85855274122228	0.0181107661693021	0.0438236669645528
"Cnot8"	459.909162235582	-0.258164699129894	0.147950935868973	0.0673348152064575	0.130189467296199
"Gemin5"	241.757621597049	-0.36819397982767	0.20439880208869	0.049359535684525	0.10131819284995
"Mrpl22"	94.9088940695957	-0.269897648031601	0.206778336082038	0.152475220433411	0.251036333821993
"Gm12250"	5.67611607810239	0.0965803146835287	0.442433240749592	0.67613454722778	0.770807181922061
"Igtp"	102.561425247328	-0.068293619279556	0.224850609540414	0.733734765427437	0.814298473288361
"Irgm2"	81.6219706619369	-0.757636943540772	0.288545168956766	0.00256000861700208	0.00828455332244713
"Zfp692"	174.268940179179	-0.132911478945974	0.16077090303566	0.382459493156422	0.509447664421572
"Zfp672"	145.148462084064	-0.340121324186511	0.194917889668247	0.0585394773232779	0.116080297310085
"Sh3bp5l"	185.374877202656	-0.0321274026515644	0.184266347832477	0.8494639682528	0.898813173862207
"Gm12258"	24.5576899485451	0.283984652801467	0.377548748007903	0.292913867357642	0.416271724801024
"2810021J22Rik"	82.7483803180785	0.493902663302339	0.218673614423516	0.0124878369617383	0.0321008209474842
"Zfp39"	49.9217905813098	-0.133413462602274	0.243415096337775	0.532178763098199	0.648288649483
"Rnf187"	1409.33550856818	-0.0553045416930727	0.0849453470151772	0.503118114158978	0.623219163692762
"H2aw"	48.0092735229605	0.555742005772922	0.442669834102187	0.0665703382632472	0.12904310870738
"Trim17"	5.02445865186623	0.30894474415633	0.570709217359496	0.169417538434619	0.273299602122766
"Trim11"	487.247750800097	0.293364851432523	0.159509634585824	0.05195561559774	0.105495394796364
"Obscn"	4.46076156258806	2.96661029895274	1.53834140324698	0.00771275806708916	0.0214194884113384
"Iba57"	134.756063686281	0.168051195502709	0.182952030276707	0.324411835593671	0.449786351106124
"Guk1"	275.673974478943	0.243669908787796	0.122288694024902	0.0397246090111191	0.0846813689256701
"2610507I01Rik"	153.836461421358	-1.35745787913487	0.25151882006818	9.38061450529647e-09	9.48896653993043e-08
"Mrpl55"	109.845874597185	-0.399114324077543	0.186621868188549	0.021260577446924	0.0501175780303044
"2310033P09Rik"	144.863718039357	-0.101060822785604	0.170809819425276	0.52897701409949	0.645988548450437
"Arf1"	3250.99229525644	-0.13988578021991	0.063282794745672	0.0257595617960659	0.0587831085355165
"Snap47"	83.694841908072	-0.861745785783848	0.264597789025881	0.000279423383850931	0.00118262409331943
"Jmjd4"	71.6744447254466	-0.431046276683779	0.250977666730578	0.0507496645343819	0.103601197698678
"Zfp867"	18.878194981428	0.241646604468121	0.347959990132852	0.356691227942965	0.483324930105845
"Zkscan17"	239.6689756559	0.238030161320142	0.130866137162609	0.0592999363928851	0.117297182351397
"4933439C10Rik"	63.1143896649335	-0.421051383111312	0.246719849051158	0.0527354516385211	0.106722932043389
"Nlrp3"	1153.94065362203	1.31165146794452	0.422135248236665	0.000150768782444161	0.000681176555594007
"Mprip"	1047.36585880819	-0.00875112064160784	0.104574532364592	0.922639406368749	0.948148806448387
"Flcn"	750.9043160788	-0.106684042291056	0.145066959423356	0.437620835007055	0.562806276041059
"Gm16062"	55.8975612273953	-0.39990221475254	0.235072429540347	0.0557318960456979	0.111720726270542
"Cops3"	340.714162242223	-0.424158525970841	0.114606715199083	0.000139838287586728	0.000638105761985689
"Nt5m"	107.179924973721	-0.056485295086533	0.173020640945134	0.727206373938069	0.810076729148994
"Med9"	147.173255652121	-0.326253907825371	0.172458958271042	0.043948156092805	0.0920126287543156
"Pemt"	12.5755697252887	-0.394978419001676	0.439154862708382	0.175103085032526	0.280454471404971
"Rai1"	293.599450022677	0.397378760999534	0.176543483014129	0.0158738516954936	0.0392199164789529
"4930412M03Rik"	6.26123336143976	0.27652319092998	0.504314155508835	0.268017733572826	0.388534551186186
"Srebf1"	1577.14292779335	0.0415348493425318	0.0873159876618932	0.634625356624337	0.735925975856954
"Tom1l2"	420.706531867751	0.304972491211804	0.13234125323846	0.0167954727188508	0.0411392555906563
"Atpaf2"	176.771685241918	-0.482745714218155	0.163947735394263	0.00186632658430657	0.00630958532706078
"Gid4"	321.013178413795	-0.214251190992749	0.184642287647009	0.212335519826834	0.324324687194588
"Drg2"	294.438046733258	-0.0778699569986407	0.134331066310142	0.546705723676439	0.66113490806081
"Alkbh5"	1142.12279587209	0.309593236439461	0.120418543332118	0.00800114253090166	0.0221147013402742
"Llgl1"	408.49335122562	0.120450970743623	0.131753415078976	0.34494847914997	0.47166198849444
"Flii"	2748.9165098929	0.246039899365294	0.0804358729340938	0.00193277385327827	0.00649302324961007
"Mief2"	116.496948045248	-0.00947775360931118	0.209866371531746	0.958663129180618	0.972583255550534
"Top3a"	194.751404593999	0.24544692741661	0.141486440069673	0.0704155793981078	0.135108675487061
"Smcr8"	977.707278883404	-0.00991689443227154	0.091012038973052	0.911955276768555	0.940787834491667
"Shmt1"	124.665318028843	-1.46655182783937	0.218350610977566	2.61968482110121e-12	4.10985154878528e-11
