SRR7457551,SRR7457552,SRR7457553,SRR7457554,SRR7457555,SRR7457556,SRR7457557,SRR7457558,SRR7457559
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1057,812,1916,669,1392,2427,549,443,640
973,951,449,347,456,573,370,301,437
882,756,977,707,1249,1129,577,478,770
1,1,2,0,2,3,0,1,1
1315,1419,708,523,735,761,517,478,636
0,0,2,1,0,1,0,0,1
398,383,232,165,248,281,196,147,230
271,232,136,115,144,164,135,91,147
384,373,335,212,371,369,201,148,223
1697,1561,1301,1053,1470,1578,1277,914,1508
1,0,1,0,0,1,4,1,0
1941,1936,879,694,1057,1024,718,645,950
440,343,354,288,400,472,349,250,425
5,5,3,7,4,5,7,2,5
5483,4756,4962,3632,4991,6081,3933,3005,4391
97,99,219,156,192,252,39,38,47
760,737,493,530,627,600,621,469,742
764,747,368,320,337,444,417,365,525
1497,1426,972,858,1159,1188,923,900,1125
343,336,205,166,228,200,192,184,256
6,1,7,4,6,1,5,0,0
58,33,28,21,33,29,19,16,29
989,940,733,547,830,835,516,444,679
866,757,632,580,714,770,541,413,561
769,615,831,1134,1403,1057,1046,969,1252
2554,2138,673,754,819,867,870,678,983
1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1
149,142,187,102,221,191,108,99,121
1228,1085,796,672,1009,921,769,607,860
530,462,241,311,474,264,303,280,439
58,54,27,30,35,28,32,26,28
628,454,556,391,449,679,398,316,507
5,0,3,2,11,7,2,4,5
48,39,53,52,74,51,19,16,27
2928,2496,3052,1841,2588,3305,1161,803,1363
0,0,1,0,2,4,1,0,1
56,57,26,14,19,28,13,17,10
225,158,149,258,317,216,223,186,253
0,0,0,0,0,0,0,0,0
6,2,3,2,2,1,1,0,1
418,345,505,426,593,690,247,213,242
18,6,14,28,10,15,11,9,7
6,5,23,22,23,24,12,26,6
0,0,0,0,0,0,0,0,0
56,24,34,92,134,91,19,15,19
4,0,6,10,5,9,4,0,3
1048,936,480,522,602,550,568,484,785
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
10,4,1,1,6,0,3,5,0
0,0,2,1,0,0,0,7,0
41,17,16,16,31,27,19,10,22
0,0,0,0,1,0,0,0,2
326,231,247,133,221,180,206,155,281
0,1,3,2,3,4,2,3,2
8,4,8,6,17,15,4,0,12
1503,1102,1005,727,1118,1212,798,674,931
0,0,0,0,0,2,2,0,0
0,0,1,0,1,1,0,0,1
0,0,0,2,2,1,1,0,0
1120,1059,787,700,1034,966,693,516,777
198,151,119,92,126,135,103,96,158
1,0,0,2,0,2,0,0,0
1,1,4,5,6,4,1,1,3
9,8,10,4,11,8,8,8,5
233,183,180,101,183,196,100,69,121
2073,2045,1213,877,1327,1350,823,723,967
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
497,436,479,437,633,667,425,331,507
43,24,7,7,8,5,27,15,24
2513,2330,1788,1611,2048,2070,1431,1165,1594
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
102,120,59,44,61,44,44,30,51
0,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,2
515,533,510,646,1026,654,319,277,416
749,573,624,330,406,801,704,517,770
287,260,208,119,171,225,122,123,136
145,104,70,103,177,83,115,77,119
797,745,708,663,869,930,699,519,804
0,0,0,0,0,0,0,3,0
0,0,4,4,0,1,0,0,0
2,4,23,19,11,8,1,29,2
1,0,0,0,0,0,0,0,0
17814,15835,27092,21477,32763,32260,18541,15921,20512
300,285,178,142,181,227,119,121,159
226,245,65,70,87,67,67,62,88
0,0,0,0,0,0,0,0,0
2,1,0,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,3,2,0,0,0
2124,1663,1384,1253,1690,1760,1376,1223,1542
58,78,15,26,41,15,16,16,14
483,482,500,298,425,545,302,211,370
5590,5497,3082,2609,3228,3679,2988,2465,3379
0,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0
468,293,466,356,534,537,371,251,433
50,39,30,25,31,49,29,34,39
700,550,506,382,527,604,467,400,553
0,0,0,0,0,0,0,0,0
2,4,4,2,3,6,1,3,2
0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,3,0
1912,1775,1327,1215,1657,1659,1264,1044,1359
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2,0,0,2,1,0,0,0
402,356,270,184,198,298,245,183,216
63,70,32,24,17,19,21,15,17
6,7,3,1,3,5,4,0,5
1,0,0,0,0,0,1,0,0
2,4,3,3,2,2,0,2,1
288,298,116,110,165,220,151,156,176
0,0,0,1,0,0,1,0,2
14,16,19,16,25,9,6,9,9
851,814,650,493,693,700,600,481,603
2,1,3,1,0,1,1,3,6
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
4,3,18,10,10,14,7,3,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
17,8,10,9,14,20,10,9,7
166,116,81,70,105,107,89,74,75
139,124,56,44,67,69,81,59,73
141,141,78,85,106,110,86,96,128
1,0,2,1,9,8,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0
362,329,342,207,314,368,226,167,293
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
33,43,17,25,38,31,22,15,20
224,259,48,39,73,42,47,45,59
0,0,0,0,1,0,0,1,0
1049,874,1141,857,1317,1262,596,548,686
0,2,1,0,3,0,1,0,0
35,33,20,22,33,25,12,12,15
497,545,98,128,112,144,144,128,157
0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0
1,3,0,0,0,0,5,0,1
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
146,117,130,107,157,159,110,94,174
0,0,4,1,1,0,1,0,0
420,350,209,206,282,294,237,242,260
1680,1413,1070,1284,1522,1220,1117,1029,1322
381,358,282,231,259,286,233,157,251
257,247,187,117,206,163,156,109,182
1000,931,864,836,1107,1030,775,673,862
0,0,0,0,1,0,0,0,0
189,172,100,157,158,123,144,105,154
3,1,1,1,0,4,3,2,3
0,0,0,0,0,0,0,0,0
260,261,358,270,316,413,244,158,268
2,0,6,0,6,5,0,1,1
0,0,0,0,0,0,0,0,0
0,0,7,1,2,1,4,15,0
1666,1428,613,545,828,729,640,495,724
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
1388,1231,770,680,883,980,887,684,1054
0,0,0,0,0,0,0,0,0
395,343,271,288,336,330,370,292,382
191,201,97,115,122,114,86,73,94
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
137,126,42,47,79,44,48,37,58
0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
308,268,234,189,320,298,235,173,245
0,0,0,0,0,2,0,0,0
444,406,287,213,300,344,218,173,235
6,4,12,9,18,5,31,13,26
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,1,2,2,7,5,3,5,0
1,0,0,0,0,0,0,0,0
0,0,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0
783,679,559,424,732,789,460,362,542
975,842,605,529,713,746,582,508,731
709,385,972,603,904,1266,801,577,1014
2972,2402,590,451,570,676,733,525,862
2,1,1,0,1,0,2,1,0
118,93,63,39,38,73,35,23,59
3689,3083,2731,2124,2792,3327,2410,1796,3100
271,250,275,236,268,298,225,153,267
2,2,1,5,1,4,4,8,6
0,0,0,0,0,0,0,0,0
0,0,6,7,2,0,0,7,0
693,533,108,93,93,106,142,106,152
412,367,172,166,181,208,175,148,238
482,394,303,276,283,383,318,254,417
116,106,95,69,80,105,72,58,72
204,193,178,126,171,214,137,107,153
105,72,79,64,85,73,51,32,78
1185,1224,118,158,121,123,199,118,233
783,873,53,53,40,60,92,64,120
384,370,266,223,325,314,232,180,244
0,4,2,3,1,2,0,0,0
114,104,71,59,132,92,61,48,74
17,13,10,8,21,16,12,9,9
302,300,177,159,154,203,214,124,204
2,0,0,0,0,0,1,1,0
957,854,373,424,499,499,829,540,991
30,28,62,17,17,55,8,5,20
1502,1532,1123,776,1062,1375,840,622,1048
3,0,0,1,10,7,0,2,0
3,1,21,25,39,32,6,4,2
9,1,0,2,3,3,5,9,1
564,558,573,405,652,657,403,324,465
16,9,21,22,15,39,7,9,10
4810,4083,3421,3565,4889,4390,3566,3216,4037
520,456,168,199,228,210,278,246,399
267,218,18,15,23,28,57,34,34
1475,1420,172,143,171,179,202,137,238
120,129,115,79,107,118,102,84,95
4,10,1,6,5,3,3,3,1
1069,985,697,640,893,895,668,468,676
88,48,34,25,27,23,36,24,50
4,3,2,0,1,2,1,1,2
487,407,236,158,214,296,206,144,264
1,5,0,0,0,1,1,1,6
997,855,811,748,854,935,713,612,925
555,401,447,318,518,560,333,295,428
0,0,0,0,0,1,0,0,0
7,4,4,0,3,3,8,2,2
0,2,0,0,0,0,1,0,3
1,0,1,1,0,1,1,0,1
63,29,98,56,73,121,48,29,59
1185,1046,1300,1101,1587,1490,773,635,961
1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0
3,4,2,5,7,3,0,1,0
1118,920,757,622,911,1084,593,482,813
572,512,485,376,506,553,401,337,467
312,255,193,200,294,288,220,232,287
44,37,17,22,27,43,31,19,20
17,11,13,8,14,24,16,3,11
2763,2334,1869,1773,2483,2315,1718,1400,2000
1399,1288,1062,1103,1381,1233,1151,939,1316
417,345,258,221,316,308,212,199,238
371,295,539,414,795,615,166,135,156
936,776,336,420,539,367,681,501,902
587,522,240,187,285,348,304,225,334
303,261,256,224,286,313,219,192,250
42,44,38,29,48,55,33,31,42
710,608,672,544,690,791,511,382,610
181,160,136,143,184,169,140,110,164
558,486,440,403,617,588,450,363,458
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
157,136,143,104,130,144,88,63,129
116,114,69,61,83,79,67,57,76
402,340,297,241,301,342,261,197,314
566,528,339,330,385,364,360,303,426
657,573,356,417,507,386,430,367,496
17,19,18,21,18,15,15,24,6
418,412,284,350,429,347,260,230,312
0,0,0,2,0,0,1,6,0
0,0,0,0,0,1,0,0,0
20,28,18,13,20,15,14,6,13
11300,11609,6340,6153,7796,6967,5898,4897,6673
12,9,4,4,3,5,7,8,5
1576,1178,991,954,1297,1118,889,776,1209
367,316,351,308,421,379,288,251,342
716,767,354,293,457,450,331,300,405
14,15,14,5,18,16,4,8,16
254,196,164,132,163,175,151,136,174
569,634,102,70,69,109,122,96,141
1,2,2,1,2,1,0,6,1
1,1,5,1,2,2,4,4,0
1,0,1,0,1,2,1,0,0
589,551,246,189,355,333,279,212,300
928,810,533,532,755,742,665,515,814
0,0,1,0,0,0,0,0,0
10221,9148,9171,7895,11244,10614,9014,8039,9781
2,1,0,1,0,0,1,1,1
0,0,1,0,0,0,0,0,0
541,423,267,220,309,358,262,238,351
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0
4,7,9,6,10,2,7,8,8
0,0,1,1,0,0,0,0,0
0,2,4,3,2,2,12,7,5
2,1,1,3,3,1,0,0,0
0,0,0,2,1,2,0,0,0
135,181,440,245,462,392,23,41,37
260,245,223,123,262,215,171,108,198
7,13,16,4,9,22,4,3,1
0,0,0,0,0,0,0,0,0
10,14,19,9,20,35,10,11,11
1,0,2,0,0,0,1,0,0
300,309,259,208,327,283,207,155,242
602,467,433,463,588,507,560,443,653
405,259,111,380,446,232,475,402,559
1,0,0,0,0,0,1,0,0
3,1,1,3,3,3,2,1,0
127,100,53,48,57,48,44,55,51
328,252,108,98,145,162,112,93,137
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
652,625,75,90,105,98,127,86,136
0,4,0,0,3,0,1,2,1
303,287,115,115,115,137,111,86,132
1,0,1,1,0,2,1,4,3
420,393,296,313,427,366,348,262,367
1809,1440,1359,1206,1651,1663,1281,1058,1617
1042,943,753,690,877,955,688,531,684
727,726,415,399,497,475,451,350,526
13,8,6,8,10,10,3,9,10
2,2,12,14,17,11,3,4,2
61,52,53,21,47,61,36,28,40
1581,1363,1147,887,1014,1493,940,713,1118
0,0,0,0,0,0,0,1,0
2,0,0,0,2,1,1,0,4
268,269,201,154,240,241,132,90,160
41,34,19,20,25,20,28,28,56
1939,1612,1348,1240,1747,1708,1322,1073,1705
2,2,4,3,9,2,1,0,1
1735,1424,1414,1061,1602,1695,1143,815,1285
2848,2301,2211,1955,2763,2678,2094,1797,2432
0,0,0,0,1,0,1,0,2
398,335,286,208,284,319,235,153,252
1936,1719,1241,961,1434,1519,1119,934,1434
1154,991,120,133,139,143,176,117,194
506,444,428,212,320,408,229,180,284
2,1,0,1,2,1,0,0,0
3393,2986,1924,1831,2440,2245,1679,1418,2126
472,417,322,234,306,334,268,234,355
1472,1244,1143,1110,1503,1501,1053,888,1336
1144,970,565,434,691,716,443,406,567
11,16,20,9,37,50,15,5,14
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,6,3,4,3,7,3,3,2
67,50,47,28,53,39,37,30,32
0,3,2,5,4,1,3,6,1
0,0,0,0,0,0,0,0,3
57,62,72,16,22,54,44,27,59
203,220,118,80,106,144,108,90,125
0,0,22,6,0,0,1,25,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
71,71,27,18,45,41,27,14,38
192,181,131,70,145,142,73,83,114
1175,1152,99,124,99,114,158,113,181
0,0,0,0,3,0,0,0,0
796,697,417,497,713,625,797,666,1018
197,138,125,112,131,151,105,122,116
10,11,26,19,17,24,13,12,22
0,0,0,0,1,1,0,0,0
1767,1690,898,788,1098,1098,845,665,949
4326,3455,3062,3042,4753,4507,4158,3632,4861
767,752,964,866,1444,1282,557,444,736
0,0,0,1,0,0,0,2,0
76,73,27,15,18,40,43,27,50
87,62,119,63,128,143,68,80,73
2,6,1,1,3,6,0,1,1
305,268,236,203,281,286,145,114,190
109,100,98,65,112,85,60,51,84
294,247,279,151,221,368,214,127,226
135,93,65,36,57,49,52,36,65
0,0,0,0,0,0,0,1,0
1047,943,790,640,1155,1090,405,296,494
0,0,0,0,0,1,1,0,0
1316,1123,163,172,144,178,217,134,208
71,63,121,171,194,165,49,43,45
413,359,690,1042,1041,922,291,284,259
37,33,126,281,479,379,92,99,98
3,0,0,0,2,5,0,0,1
2,0,0,0,1,1,0,0,2
6,1,2,1,0,0,0,1,1
21567,17711,19694,17312,24230,25587,18035,14333,21193
0,0,0,0,0,0,0,0,0
66,62,58,38,61,56,58,45,58
917,855,742,754,1040,983,914,639,1102
0,0,2,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
2365,2215,1290,1096,1693,1526,1152,964,1411
0,0,0,0,0,0,0,0,0
868,786,663,375,515,756,349,230,400
0,1,0,2,4,1,1,0,1
3,5,8,7,8,4,0,0,2
1763,1639,845,766,1054,964,761,607,846
0,0,0,0,0,0,0,0,0
5,6,25,16,45,34,0,3,1
0,1,0,1,5,1,0,1,1
1,1,7,4,3,2,1,0,0
226,209,165,133,165,202,159,133,190
893,787,561,512,764,730,459,354,581
82,97,40,46,73,41,36,26,61
1085,948,573,611,856,658,617,574,731
230,192,101,143,153,150,139,125,143
378,399,309,225,290,367,193,131,224
2,0,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0
96,104,122,61,88,126,62,57,69
172,119,88,52,78,90,94,69,110
227,151,132,188,224,154,129,107,173
827,712,645,531,832,769,538,421,637
342,314,155,109,159,163,143,120,146
16,4,53,65,110,67,46,27,55
502,412,356,479,505,392,532,462,628
9,10,17,11,10,10,9,14,23
30,30,28,17,33,20,42,48,68
1041,953,659,667,888,794,705,566,888
6,2,0,0,3,2,1,0,1
0,0,0,0,0,0,0,0,0
179,142,119,77,96,110,134,98,158
9460,7386,3567,3123,4905,4934,5412,4311,7024
5,0,11,6,10,16,3,5,4
363,368,201,201,261,259,184,169,237
462,425,240,248,275,278,431,255,457
5386,5171,3742,2853,4090,4909,2967,2077,3482
2303,2154,631,568,557,733,829,632,1044
537,476,311,294,485,501,272,253,324
1698,1796,1055,815,976,1433,1249,1065,1388
949,916,508,538,645,712,652,556,692
0,1,1,0,0,0,0,1,0
223,141,153,167,226,222,145,126,174
103,77,217,131,209,247,99,80,110
0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
7,7,21,19,14,11,10,18,6
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
297,349,375,202,449,570,181,108,215
2641,2797,2608,1735,2941,3082,1615,1214,1739
230,207,130,136,149,167,148,98,167
3821,3794,958,787,1089,1074,944,663,1077
2033,1513,1615,2481,3269,2040,1908,1673,2413
0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,2,0,2,2,1,1,4
5285,4458,6225,4310,6726,6971,3905,3090,3917
13,3,13,3,8,12,6,3,5
57,82,53,40,66,66,74,58,83
1,0,7,8,0,0,0,18,0
530,454,402,274,422,487,247,180,221
291,330,42,37,53,23,53,33,81
291,283,183,121,157,200,143,116,179
0,0,0,1,0,0,0,0,2
0,0,0,0,0,1,0,0,0
0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,6,4,0,1,0
613,504,693,425,749,691,375,371,440
650,533,327,484,442,706,514,455,634
1,1,1,1,2,3,2,3,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,10,21,21,40,21,10,14,5
0,0,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0
0,0,2,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0
1,3,37,46,1,0,13,127,0
277,221,138,121,131,147,150,135,196
191,188,95,82,96,70,81,61,102
220,160,302,266,408,407,318,275,408
0,0,0,0,0,0,0,0,0
4,5,19,17,16,8,2,19,5
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,0,1,0,3,1,1,0,1
61,59,44,36,53,37,33,31,40
403,338,335,215,286,407,242,172,278
133,114,77,62,89,75,64,58,68
0,0,0,0,0,0,0,0,0
55,46,13,24,16,23,37,25,32
13,19,47,13,37,48,6,9,7
676,577,358,426,645,438,458,379,523
0,0,0,0,0,0,0,0,0
576,504,374,357,549,472,389,298,409
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0
1,1,5,2,0,1,1,8,0
0,0,1,1,0,0,0,0,0
148,115,69,66,85,104,103,98,137
4159,3714,3156,2723,4041,4060,2681,2166,2856
6722,6298,5161,4069,5904,6476,3567,2634,4170
0,0,0,0,0,0,0,0,0
0,0,1,0,2,0,0,0,0
3699,3309,2460,1964,2606,2725,2236,1739,2322
5,3,2,2,3,4,2,0,3
197,221,116,124,156,128,165,137,210
39,22,43,31,51,59,54,43,60
3,0,0,2,0,2,0,1,0
0,0,0,0,0,0,0,0,0
794,745,561,383,555,685,526,381,571
2,2,1,0,1,1,0,0,2
0,0,0,0,0,0,0,0,0
3,2,5,10,6,4,4,12,1
309,259,261,228,356,375,153,157,188
122,135,71,80,109,86,122,80,107
1128,1176,727,610,776,747,596,449,596
57,45,62,39,38,43,40,30,43
65,61,59,29,75,53,25,35,37
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,5,0
0,0,0,0,0,0,0,0,0
1,1,0,1,1,4,0,1,2
2091,1451,1694,2093,2451,2345,1943,1740,1996
351,370,283,229,274,310,182,152,218
680,689,371,372,446,415,404,352,440
0,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0
241,243,187,174,203,247,161,97,189
2,1,0,0,2,0,2,0,0
0,0,0,0,0,0,0,0,0
180,147,148,156,232,145,121,119,152
1590,1269,1139,936,1406,1369,982,736,1106
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0
17,18,7,7,27,14,12,13,13
666,941,417,265,967,1048,529,493,447
821,884,328,358,302,273,340,251,410
272,257,113,91,137,156,100,78,154
475,349,370,296,392,413,300,230,338
